,nome,estado
2390905,Lula,PA
3875716,Jair Bolsonaro,PA
803363,Jair Bolsonaro,PA
3538664,Lula,PA
3683436,Lula,PA
2376704,Jair Bolsonaro,PA
1907413,Lula,PA
5041045,Lula,PA
1557359,Lula,PA
4280732,Lula,PA
1383677,Jair Bolsonaro,PA
4428398,Jair Bolsonaro,PA
2035548,Lula,PA
4046645,Jair Bolsonaro,PA
1912648,Lula,PA
3011053,Jair Bolsonaro,PA
725890,Jair Bolsonaro,PA
2204373,Lula,PA
1800921,Lula,PA
4342191,Lula,PA
4236903,Jair Bolsonaro,PA
632125,Jair Bolsonaro,PA
3613992,Lula,PA
4481032,Nulo,PA
4902320,Lula,PA
3929392,Jair Bolsonaro,PA
1168481,Jair Bolsonaro,PA
3298971,Lula,PA
884570,Lula,PA
4047966,Lula,PA
4658547,Lula,PA
4146354,Jair Bolsonaro,PA
1374589,Lula,PA
2485993,Jair Bolsonaro,PA
2225651,Jair Bolsonaro,PA
2609815,Jair Bolsonaro,PA
4394914,Lula,PA
2247322,Lula,PA
3362527,Lula,PA
4535959,Branco,PA
4928826,Jair Bolsonaro,PA
1810161,Lula,PA
4341944,Lula,PA
594157,Jair Bolsonaro,PA
981086,Lula,PA
3972274,Jair Bolsonaro,PA
4273228,Jair Bolsonaro,PA
1118997,Jair Bolsonaro,PA
775093,Lula,PA
882988,Lula,PA
1459866,Jair Bolsonaro,PA
4223681,Lula,PA
2059745,Jair Bolsonaro,PA
2624458,Lula,PA
2856600,Jair Bolsonaro,PA
4590774,Jair Bolsonaro,PA
1559104,Lula,PA
3342604,Lula,PA
4644376,Jair Bolsonaro,PA
3875236,Lula,PA
3696518,Jair Bolsonaro,PA
4155628,Lula,PA
844759,Lula,PA
2524050,Jair Bolsonaro,PA
1429588,Lula,PA
1578408,Lula,PA
980605,Jair Bolsonaro,PA
1778949,Lula,PA
1588250,Jair Bolsonaro,PA
614437,Jair Bolsonaro,PA
1555864,Jair Bolsonaro,PA
523300,Jair Bolsonaro,PA
3934947,Lula,PA
1233018,Lula,PA
513942,Jair Bolsonaro,PA
1950366,Jair Bolsonaro,PA
1691801,Lula,PA
3987996,Jair Bolsonaro,PA
4240881,Lula,PA
4068208,Jair Bolsonaro,PA
2323483,Lula,PA
750265,Lula,PA
1807450,Lula,PA
3533182,Lula,PA
497712,Lula,PA
3154946,Lula,PA
960252,Lula,PA
4838304,Jair Bolsonaro,PA
2992811,Lula,PA
4631582,Jair Bolsonaro,PA
4447953,Lula,PA
1869863,Lula,PA
2504774,Jair Bolsonaro,PA
1183063,Lula,PA
1455258,Jair Bolsonaro,PA
1748221,Lula,PA
4048484,Jair Bolsonaro,PA
4668287,Lula,PA
4620184,Lula,PA
1154477,Lula,PA
3076836,Lula,PA
1354868,Lula,PA
4172197,Jair Bolsonaro,PA
4639552,Lula,PA
3122651,Lula,PA
2753793,Lula,PA
877794,Lula,PA
1933737,Lula,PA
1361877,Jair Bolsonaro,PA
1443752,Nulo,PA
3063364,Lula,PA
3436589,Jair Bolsonaro,PA
4416008,Lula,PA
734891,Lula,PA
3347648,Jair Bolsonaro,PA
599905,Jair Bolsonaro,PA
3122639,Jair Bolsonaro,PA
4133071,Lula,PA
1488395,Jair Bolsonaro,PA
4459132,Lula,PA
4594039,Jair Bolsonaro,PA
637288,Lula,PA
3025001,Lula,PA
636395,Jair Bolsonaro,PA
1967170,Jair Bolsonaro,PA
4661650,Lula,PA
3025850,Lula,PA
418969,Lula,PA
551475,Jair Bolsonaro,PA
4585970,Lula,PA
503401,Lula,PA
2072596,Lula,PA
3549724,Lula,PA
2531957,Lula,PA
4007916,Jair Bolsonaro,PA
4666312,Jair Bolsonaro,PA
528303,Lula,PA
2062941,Nulo,PA
3603330,Lula,PA
4770506,Lula,PA
3137259,Lula,PA
3664906,Nulo,PA
3161652,Lula,PA
5003004,Lula,PA
1442229,Lula,PA
1076419,Lula,PA
2265025,Jair Bolsonaro,PA
2506385,Lula,PA
2663552,Lula,PA
1445842,Lula,PA
2760539,Jair Bolsonaro,PA
2095102,Lula,PA
3689695,Jair Bolsonaro,PA
1613175,Jair Bolsonaro,PA
3997653,Lula,PA
1094231,Jair Bolsonaro,PA
2210166,Lula,PA
2401360,Branco,PA
3255739,Jair Bolsonaro,PA
3216582,Jair Bolsonaro,PA
2548431,Lula,PA
2174358,Jair Bolsonaro,PA
3738653,Jair Bolsonaro,PA
4665394,Jair Bolsonaro,PA
4004200,Lula,PA
1389807,Jair Bolsonaro,PA
2696210,Lula,PA
1426131,Lula,PA
3720824,Jair Bolsonaro,PA
3427795,Lula,PA
1392059,Lula,PA
2838357,Lula,PA
585650,Jair Bolsonaro,PA
4225985,Lula,PA
3788984,Jair Bolsonaro,PA
4433623,Jair Bolsonaro,PA
4635300,Lula,PA
2619896,Jair Bolsonaro,PA
4018559,Lula,PA
1592535,Lula,PA
4755839,Jair Bolsonaro,PA
4487112,Jair Bolsonaro,PA
3548186,Nulo,PA
417269,Lula,PA
1699582,Lula,PA
2545881,Lula,PA
2255897,Jair Bolsonaro,PA
2337548,Jair Bolsonaro,PA
485096,Lula,PA
971588,Lula,PA
2824287,Jair Bolsonaro,PA
4841930,Jair Bolsonaro,PA
3321355,Lula,PA
2793003,Lula,PA
1376819,Lula,PA
1370572,Lula,PA
3522878,Jair Bolsonaro,PA
3400274,Lula,PA
1458104,Lula,PA
1263270,Lula,PA
1468605,Lula,PA
1457862,Lula,PA
785428,Lula,PA
3468543,Lula,PA
1646490,Jair Bolsonaro,PA
2758305,Jair Bolsonaro,PA
2305256,Lula,PA
3690569,Lula,PA
2512813,Jair Bolsonaro,PA
954967,Lula,PA
4692795,Lula,PA
560600,Jair Bolsonaro,PA
4897428,Lula,PA
4098604,Lula,PA
511110,Lula,PA
3132280,Lula,PA
1380123,Lula,PA
4366808,Lula,PA
2561514,Jair Bolsonaro,PA
857740,Branco,PA
4275521,Lula,PA
1715656,Lula,PA
3119865,Jair Bolsonaro,PA
1450042,Lula,PA
2610477,Jair Bolsonaro,PA
1625779,Jair Bolsonaro,PA
1813967,Lula,PA
2574228,Jair Bolsonaro,PA
5053560,Lula,PA
2237132,Jair Bolsonaro,PA
3497853,Jair Bolsonaro,PA
1208264,Lula,PA
3452892,Lula,PA
1913759,Lula,PA
4025845,Jair Bolsonaro,PA
3053899,Lula,PA
505042,Lula,PA
4837780,Jair Bolsonaro,PA
1504019,Lula,PA
2925209,Lula,PA
4245300,Lula,PA
4889548,Lula,PA
2444912,Lula,PA
780549,Lula,PA
3063519,Jair Bolsonaro,PA
3574784,Jair Bolsonaro,PA
4500027,Lula,PA
4626443,Lula,PA
3348391,Jair Bolsonaro,PA
785480,Lula,PA
545125,Lula,PA
4666191,Jair Bolsonaro,PA
832976,Jair Bolsonaro,PA
2061313,Lula,PA
1598359,Lula,PA
3146542,Jair Bolsonaro,PA
2837110,Lula,PA
3197157,Lula,PA
468119,Lula,PA
4076310,Lula,PA
4339588,Lula,PA
809984,Lula,PA
1790662,Jair Bolsonaro,PA
4665255,Jair Bolsonaro,PA
4778348,Branco,PA
4308064,Lula,PA
4496271,Jair Bolsonaro,PA
2703117,Jair Bolsonaro,PA
4983826,Lula,PA
3533235,Lula,PA
3350538,Jair Bolsonaro,PA
3473862,Jair Bolsonaro,PA
1004154,Lula,PA
4866880,Jair Bolsonaro,PA
3571244,Lula,PA
4299369,Jair Bolsonaro,PA
4002758,Jair Bolsonaro,PA
2739087,Jair Bolsonaro,PA
2052326,Lula,PA
3258833,Lula,PA
1334320,Lula,PA
4872117,Jair Bolsonaro,PA
3752174,Jair Bolsonaro,PA
2748416,Jair Bolsonaro,PA
4343499,Lula,PA
1761048,Jair Bolsonaro,PA
3067898,Lula,PA
4564717,Jair Bolsonaro,PA
4703835,Lula,PA
2781349,Lula,PA
1259829,Jair Bolsonaro,PA
1594784,Lula,PA
1422837,Lula,PA
3294600,Jair Bolsonaro,PA
2582163,Lula,PA
1828126,Nulo,PA
3397935,Lula,PA
1799743,Lula,PA
4405949,Lula,PA
3067304,Lula,PA
502831,Lula,PA
1881295,Lula,PA
4367931,Lula,PA
3771675,Lula,PA
3512028,Jair Bolsonaro,PA
2225218,Lula,PA
4056054,Lula,PA
3876166,Jair Bolsonaro,PA
1628099,Jair Bolsonaro,PA
1565707,Jair Bolsonaro,PA
1119999,Jair Bolsonaro,PA
3215616,Jair Bolsonaro,PA
1870558,Jair Bolsonaro,PA
3826606,Jair Bolsonaro,PA
3885652,Lula,PA
4164578,Lula,PA
3726109,Lula,PA
2717993,Jair Bolsonaro,PA
1082636,Jair Bolsonaro,PA
3110658,Lula,PA
4350299,Jair Bolsonaro,PA
4656182,Jair Bolsonaro,PA
2782093,Lula,PA
2665404,Jair Bolsonaro,PA
2641322,Lula,PA
3980221,Jair Bolsonaro,PA
1987141,Lula,PA
2833144,Lula,PA
3739928,Lula,PA
2389984,Lula,PA
2208114,Jair Bolsonaro,PA
1008208,Jair Bolsonaro,PA
2517517,Lula,PA
1600864,Jair Bolsonaro,PA
3517836,Lula,PA
3364852,Lula,PA
2213897,Jair Bolsonaro,PA
2850743,Nulo,PA
4636731,Jair Bolsonaro,PA
1439121,Jair Bolsonaro,PA
4201951,Jair Bolsonaro,PA
4983789,Lula,PA
599347,Jair Bolsonaro,PA
791471,Lula,PA
2207296,Lula,PA
424548,Jair Bolsonaro,PA
1200167,Jair Bolsonaro,PA
536703,Jair Bolsonaro,PA
2941541,Jair Bolsonaro,PA
4172254,Jair Bolsonaro,PA
2198818,Jair Bolsonaro,PA
3892353,Lula,PA
1448022,Jair Bolsonaro,PA
2566300,Jair Bolsonaro,PA
413769,Lula,PA
5017977,Lula,PA
3509880,Lula,PA
803944,Jair Bolsonaro,PA
4377440,Jair Bolsonaro,PA
3873309,Jair Bolsonaro,PA
2274289,Lula,PA
3977283,Jair Bolsonaro,PA
2193459,Lula,PA
1868223,Lula,PA
488932,Jair Bolsonaro,PA
1229110,Lula,PA
612042,Lula,PA
3667493,Lula,PA
4532358,Lula,PA
2800462,Lula,PA
4217817,Jair Bolsonaro,PA
1940011,Jair Bolsonaro,PA
3795940,Lula,PA
2412689,Nulo,PA
1966592,Lula,PA
4803394,Lula,PA
2897580,Jair Bolsonaro,PA
4377668,Lula,PA
3350080,Jair Bolsonaro,PA
2351199,Jair Bolsonaro,PA
1588356,Lula,PA
4437141,Jair Bolsonaro,PA
4250536,Jair Bolsonaro,PA
1567364,Lula,PA
865014,Lula,PA
1253502,Jair Bolsonaro,PA
4827791,Lula,PA
3956875,Lula,PA
4337586,Lula,PA
4216863,Jair Bolsonaro,PA
1072581,Lula,PA
2813654,Lula,PA
2976928,Lula,PA
546251,Jair Bolsonaro,PA
1295715,Jair Bolsonaro,PA
492766,Lula,PA
4573191,Jair Bolsonaro,PA
2418110,Jair Bolsonaro,PA
4054818,Jair Bolsonaro,PA
4135828,Lula,PA
3272700,Lula,PA
4498869,Nulo,PA
3811497,Jair Bolsonaro,PA
3804697,Jair Bolsonaro,PA
1086757,Lula,PA
2258506,Jair Bolsonaro,PA
4128728,Lula,PA
2586511,Lula,PA
3727722,Jair Bolsonaro,PA
851460,Jair Bolsonaro,PA
2035165,Lula,PA
431248,Lula,PA
1146735,Jair Bolsonaro,PA
2868591,Lula,PA
1039927,Lula,PA
2559326,Lula,PA
1713225,Jair Bolsonaro,PA
2408135,Lula,PA
3008852,Jair Bolsonaro,PA
2291946,Lula,PA
996072,Jair Bolsonaro,PA
549544,Jair Bolsonaro,PA
3638262,Lula,PA
4222192,Jair Bolsonaro,PA
3731099,Jair Bolsonaro,PA
