,nome,estado
1971388,Lula,AM
1033237,Lula,AM
1781160,Lula,AM
461483,Nulo,AM
1829262,Jair Bolsonaro,AM
1238513,Lula,AM
861568,Lula,AM
818176,Lula,AM
1440488,Lula,AM
1557001,Jair Bolsonaro,AM
1121614,Jair Bolsonaro,AM
1394093,Jair Bolsonaro,AM
680022,Jair Bolsonaro,AM
1628009,Jair Bolsonaro,AM
1520852,Lula,AM
1751894,Jair Bolsonaro,AM
420788,Jair Bolsonaro,AM
362348,Jair Bolsonaro,AM
1826186,Lula,AM
1861992,Jair Bolsonaro,AM
71518,Jair Bolsonaro,AM
2190364,Lula,AM
1511504,Lula,AM
281925,Jair Bolsonaro,AM
1874488,Jair Bolsonaro,AM
574240,Jair Bolsonaro,AM
387008,Jair Bolsonaro,AM
811182,Lula,AM
1176394,Jair Bolsonaro,AM
1042585,Lula,AM
903194,Lula,AM
1210424,Lula,AM
1528208,Lula,AM
993518,Lula,AM
2285434,Lula,AM
1540958,Lula,AM
1620436,Jair Bolsonaro,AM
668211,Lula,AM
1316514,Jair Bolsonaro,AM
159546,Jair Bolsonaro,AM
684635,Lula,AM
1127016,Jair Bolsonaro,AM
500696,Jair Bolsonaro,AM
81886,Jair Bolsonaro,AM
2320151,Lula,AM
1853760,Jair Bolsonaro,AM
181215,Jair Bolsonaro,AM
1585982,Lula,AM
1433822,Lula,AM
2216639,Lula,AM
1643912,Jair Bolsonaro,AM
2237200,Lula,AM
1071390,Lula,AM
2233982,Lula,AM
1874594,Jair Bolsonaro,AM
201118,Jair Bolsonaro,AM
1964936,Jair Bolsonaro,AM
2105478,Lula,AM
46289,Lula,AM
1500374,Lula,AM
958238,Jair Bolsonaro,AM
415286,Jair Bolsonaro,AM
1546484,Lula,AM
773666,Lula,AM
268358,Lula,AM
1823698,Lula,AM
1356029,Jair Bolsonaro,AM
1526032,Lula,AM
173252,Jair Bolsonaro,AM
1503199,Lula,AM
2067375,Lula,AM
846448,Lula,AM
1587820,Lula,AM
1130337,Jair Bolsonaro,AM
180556,Jair Bolsonaro,AM
2245495,Lula,AM
1642943,Lula,AM
1018987,Lula,AM
1417601,Lula,AM
424795,Jair Bolsonaro,AM
1142149,Lula,AM
790153,Lula,AM
1703651,Jair Bolsonaro,AM
1378075,Lula,AM
800035,Lula,AM
87250,Lula,AM
2247386,Nulo,AM
193402,Jair Bolsonaro,AM
2012249,Jair Bolsonaro,AM
1724019,Lula,AM
1535205,Lula,AM
1015337,Lula,AM
2167609,Lula,AM
1700874,Jair Bolsonaro,AM
965922,Jair Bolsonaro,AM
1216119,Lula,AM
1372728,Lula,AM
316512,Jair Bolsonaro,AM
2671,Lula,AM
2242870,Nulo,AM
1410471,Lula,AM
625293,Lula,AM
53958,Lula,AM
513529,Lula,AM
710725,Jair Bolsonaro,AM
1797105,Jair Bolsonaro,AM
2336418,Lula,AM
1350249,Lula,AM
810366,Lula,AM
1064228,Lula,AM
1066842,Nulo,AM
1475107,Lula,AM
229000,Jair Bolsonaro,AM
865877,Lula,AM
2260350,Lula,AM
501865,Lula,AM
1171074,Lula,AM
244143,Jair Bolsonaro,AM
2294298,Lula,AM
776027,Lula,AM
1656168,Jair Bolsonaro,AM
597715,Jair Bolsonaro,AM
608471,Lula,AM
570867,Jair Bolsonaro,AM
1449129,Jair Bolsonaro,AM
1158581,Jair Bolsonaro,AM
826827,Lula,AM
63178,Lula,AM
1617522,Jair Bolsonaro,AM
1822946,Lula,AM
1566071,Lula,AM
1400363,Jair Bolsonaro,AM
1831795,Jair Bolsonaro,AM
149467,Jair Bolsonaro,AM
1409089,Lula,AM
2184427,Lula,AM
1343837,Jair Bolsonaro,AM
115086,Lula,AM
1059615,Lula,AM
1282691,Jair Bolsonaro,AM
490305,Jair Bolsonaro,AM
2045409,Jair Bolsonaro,AM
449954,Jair Bolsonaro,AM
995859,Lula,AM
1974381,Jair Bolsonaro,AM
212189,Jair Bolsonaro,AM
1348664,Lula,AM
409857,Lula,AM
2213708,Lula,AM
160403,Jair Bolsonaro,AM
817134,Lula,AM
1599680,Jair Bolsonaro,AM
1703150,Jair Bolsonaro,AM
1436027,Jair Bolsonaro,AM
1962775,Jair Bolsonaro,AM
1637357,Jair Bolsonaro,AM
1509112,Lula,AM
536526,Jair Bolsonaro,AM
1494228,Lula,AM
660719,Lula,AM
