,nome,estado
72750,Nulo,AC
1301771,Dr. Jenilson Leite,AC
171658,Alan Rick,AC
1302891,Branco,AC
416922,Marcia Bittar,AC
1156889,Alan Rick,AC
488805,Nazaré Araújo,AC
1160494,Alan Rick,AC
754933,Dr. Jenilson Leite,AC
1326960,Dr. Jenilson Leite,AC
558558,Ney Amorim,AC
504046,Branco,AC
936374,Alan Rick,AC
160109,Ney Amorim,AC
502632,Alan Rick,AC
1197516,Marcia Bittar,AC
1187046,Alan Rick,AC
462146,Marcia Bittar,AC
89569,Alan Rick,AC
751122,Alan Rick,AC
803875,Alan Rick,AC
1353669,Branco,AC
923066,Nazaré Araújo,AC
76450,Dr. Jenilson Leite,AC
64713,Nazaré Araújo,AC
750281,Nazaré Araújo,AC
730659,Alan Rick,AC
361030,Alan Rick,AC
704032,Nazaré Araújo,AC
